naic_product,sic_industry,sic_product,sic_title
3332985,NA,3559A,"Printed circuit board manufacturing machinery and parts, except testing equip"
3332981,NA,35591,"Chemical manufacturing machinery, equipment and parts"
NA,NA,35592,"Foundry machinery and equipment, and parts, excluding patterns and molds"
3332201,NA,35593,"Plastics working machinery, equipment, and parts, excluding patterns and molds"
3332203,NA,35594,"Rubber working machinery, equipment, and parts, excl. tire molds"
3332951,NA,35596,"Semiconductor manufacturing equip. (excl furnaces & ovens, instru. & photogra"
3333195,NA,35597,"Automotive maintenance equipment and parts, excluding handtools"
3332987,NA,35599,"Special industry machinery and equipment, nec"
NA,NA,3559941,"Other special industry mach., incl glassmaking, metal finishing, petro refine"
NA,NA,3559949,Parts for special industry machinery
NA,NA,3559M,Miscellaneous receipts
NA,NA,3559S,Secondary products
333911,3561,3561,Pumps and pumping equipment
333911P,NA,3561P,Primary products
3339111,NA,35611,"Industrial pumps, except hydraulic fluid power pumps"
3339114,NA,35614,Domestic water systems
3339115,NA,35615,Pumps nec
333911516,NA,3561516,"Domestic sump pumps, oil-well and oil-field pumps, except boiler feed"
333911517,NA,3561517,"Other pumps, except automotive circulating pumps, and measuring & dispensing pum"
3339116,NA,35616,"Parts and attachments for pumps and pumping equipment, excl. compressors"
333911SM,NA,3561SM,Secondary products and miscellaneous receipts
333911M,NA,3561M,Miscellaneous receipts
333911S,NA,3561S,Secondary products
NA,NA,3561SSS,Secondary products
332991,3562,3562,Ball and roller bearings
332991P,NA,3562P,Primary products
3329911,NA,35621,"Ball bearings, unmounted"
NA,NA,3562114,"Single row max. capacity ball bearings: annular, including self-aligning: ground or precision"
NA,NA,3562116,"Double row ball bearings: annular, including self-aligning: ground or precision."
NA,NA,3562118,"Angular contact ball bearings: annular, including self-aligning; ground or precision"
NA,NA,3562122,"Other regular single row conrad ball bearings: annular, including self-aligning."
NA,NA,356212203,9 mm. O.D. thru 30 mm. O.D.; ground or precision
NA,NA,356212204,Over 30 mm. O.D. thru 52 mm. O.D.; ground or precision
NA,NA,356212205,Over 52 mm. O.D. thru 100 mm. O.D.; ground or precision
NA,NA,356212207,Over 100 mm. O.D.; ground or precision
NA,NA,3562123,"Other precision (ABEC 5 & up) single row conrad ball bearings: annular, including self-alignin"
NA,NA,356212309,9 mm. O.D. thru 30 mm. O.D.; ground or precision
NA,NA,3562125,"Unground, annular, including self-aligning (less than ABEC 1)"
NA,NA,3562131,Thrust ball bearings
NA,NA,356213133,Ground thrust ball bearings
NA,NA,356213135,Unground thrust ball bearings
NA,NA,3562151,Other ball bearings
3329913,NA,35622,"Tapered roller bearings, unmounted"
NA,NA,3562232,Cup and cone assemblies shipped as a set
NA,NA,3562233,Cups shipped separately
NA,NA,3562234,Cone assemblies shipped separately
3329915,NA,35623,"Roller bearings, except tapered, unmounted"
NA,NA,3562301,Cylindrical roller bearings
NA,NA,356230111,Regular cylindrical roller bearings (ABEC 1 and 3)
NA,NA,356230112,Precision cylindrical roller bearings (ABEC 5 and up)
NA,NA,3562321,Spherical roller bearings including hourglass and barrel
NA,NA,356232124,Single row spherical roller bearings
NA,NA,356232125,Double row spherical roller bearings
NA,NA,3562341,Needle roller bearings
NA,NA,3562398,Other roller bearings
3329917,NA,35624,"Mounted bearings, except plain"
NA,NA,3562417,"Mounted ball bearings, unit and/or split mounted"
NA,NA,3562454,Mounted roller bearings
NA,NA,356245453,Unit mounted roller bearings
3329919,NA,35629,"Ball and roller bearing parts and components, including balls and rollers sold separately"
NA,NA,3562911,Balls
NA,NA,3562921,Other antifriction ball bearing components and parts
NA,NA,3562931,Rollers
NA,NA,3562941,Other antifriction roller bearing components and parts
332991SM,NA,3562SM,Secondary products and miscellaneous receipts
332991M,NA,3562M,Miscellaneous receipts
332991S,NA,3562S,Secondary products
NA,NA,3562SS,Secondary products
333912,3563,3563,Air and gas compressors
333912P,NA,3563P,Primary products
3339121,NA,35631,Air and gas compressors and vacuum pumps
33391211,NA,356311,Air compressors
333912116,NA,3563116,Portable air compressors
333912117,NA,3563117,Stationary air compressors
33391212,NA,356312,Gas compressors
33391213,NA,356313,Other pumps and compressors
3339122,NA,35632,Parts and attachments for air and gas compressors and vacuum pumps
3339125,NA,35635,Industrial spraying equipment
333912SM,NA,3563SM,Secondary products and miscellaneous receipts
333912M,NA,3563M,Miscellaneous receipts
NA,NA,3563Z89,Resales
333912S,NA,3563S,Secondary products
NA,NA,3563SSS,Secondary products
NA,3564,3564,Industrial and commercial fans and blowers and air purification equipment
NA,NA,3564P,Primary products
NA,NA,35643,Centrifugal fans and blowers
NA,NA,356434,Centrifugal blower-filter units and classes I-IV fans
NA,NA,356435,"Industrial centrifugal fans, excl. blowers, turboblowers, and multistage blowers"
NA,NA,356436,"Other centrifugal fans and blowers, incl.multistage blowers, etc"
NA,NA,35644,"Axial fans, propeller fans and accessories, and power roof ventilators"
NA,NA,356445,"Axial fans, all types"
NA,NA,356447,"Other propeller fans and accessories, incl. parts"
3334113,NA,35645,Dust collection and other air purification equipment for hvac systems
NA,NA,356455,"Air filters for air conditioners and furnaces of 2400 cfm or less, except parts"
NA,NA,356456,Other dust collection and other air purification equipment
NA,NA,356457,Parts for dust collection and air purification equipment
3334111,NA,35646,Dust collection and other air purification equip. for ind. gas cleaning systems
NA,NA,3564M,Miscellaneous receipts
NA,NA,3564Z89,Resales
NA,NA,3564S,Secondary products
NA,NA,3444S,Sheet metal work
NA,NA,3564SSS,Secondary products
333999S,NA,3569S,"General industrial machinery and equipment, nec"
333993,3565,3565,"Packing, packaging and bottling machinery"
333993P,NA,3565P,Primary products
3339933,NA,35653,"Packing, packaging and bottling machinery, excluding parts"
333993331,NA,3565331,Filling machinery
333993333,NA,3565333,"Forming, filling and sealing machinery, bag or pouch(must perform all three func"
333993334,NA,3565334,"Wrapping, banding, bundling, fastening, and sleeve wrapping machinery"
333993336,NA,3565336,"Case forming, opening, loading, unloading, and sealing machinery"
333993337,NA,3565337,"Cartoning, multipacking, and leaflet/coupon placing machinery"
333993338,NA,3565338,"Labeling, code marking, and imprinting machinery"
333993339,NA,3565339,Other packaging and bottling machinery
3339934,NA,35654,Parts for packaging and bottling machinery
333993SM,NA,3565SM,Secondary products and miscellaneous receipts
333993M,NA,3565M,Miscellaneous receipts
NA,NA,3565XY9,Contract work and other miscellaneous receipts
NA,NA,3565Z89,Resales
333993S,NA,3565S,Secondary products
NA,NA,3565SSS,Secondary products
333612,3566,3566,"Speed changers, industrial high-speed drives, and gears"
333612P,NA,3566P,Primary products
NA,NA,35661,Nonhydraulic variable speed changers and industrial high-speed drives
NA,NA,3566111,"Mechanical nonhydraulic variable speed changers, excluding value of drivers"
NA,NA,3566121,"Industrial high speed drives, fixed ratio"
NA,NA,35662,"Speed reducers, fixed ratio, enclosed, except gear motors"
NA,NA,356621,Worm gear reducers
NA,NA,3566217,6-inch centers or more
NA,NA,3566218,3-inch to 5.99-inch centers
NA,NA,3566219,Less than 3-inch centers
NA,NA,356622,"Helical, herringbone, spur and spiral bevel reducers"
NA,NA,3566227,More than 15-inch low speed centers
NA,NA,3566228,15-inch low speed centers or less
NA,NA,356623,Shaft mounted reducers and screw conveyor drives
NA,NA,35663,"Gear motors, sold with motors, including 'C' flange and scoop mount units"
NA,NA,356633,Worm gear motors
NA,NA,356634,"Helical, herringbone, spur, or spiral bevel gear motors"
NA,NA,3566343,Less than 1 horsepower
3336123,NA,35664,"Loose gears, pinions, and racks excluding spare parts for reducers"
NA,NA,3566411,Coarse pitch (less than 19.9 diametral pitch)
NA,NA,35664114,"Helical, herringbone, and spur gears"
NA,NA,356641142,24 inches or less
NA,NA,356641143,More than 24 inches diameter through 72 inches diameter
NA,NA,35664115,Worms and worm gearing
NA,NA,35664116,"Others, including bevel gears and racks"
NA,NA,3566421,Fine pitch (19.9 diametral pitch and finer)
NA,NA,35665,"Parts and components for speed changers, drives, gears, and reducers"
NA,NA,3566551,"Parts and components for speed changers, drives, gears, and reducers"
333612SM,NA,3566SM,Secondary products and miscellaneous receipts
333612M,NA,3566M,Miscellaneous receipts
NA,NA,3566Z89,Resales
333612S,NA,3566S,Secondary products
NA,NA,3566SSS,Secondary products
333613S,NA,3568S,Other power transmission equipment
333994,3567,3567,Industrial process furnaces and ovens
333994P,NA,3567P,Primary products
3339941,NA,35671,"Electric industrial furnaces, ovens and kilns, excluding induction"
33399411,NA,356711,Electric furnaces
333994111,NA,3567111,Metal melting
333994118,NA,3567118,"Metal processing and heat treating (such as annealing, hardening, carburizing, etc.)"
333994119,NA,3567119,Other electric furnaces
33399419,NA,356719,"Electric industrial ovens and kilns, including infrared"
3339942,NA,35672,"Fuel-fired industrial furnaces, ovens, and kilns"
33399421,NA,356721,Fuel-fired furnaces including parts and attachments
33399429,NA,356729,Fuel-fired ovens and kilns including parts and attachments
3339944,NA,35674,High frequency induction and dielectric heating equipment
3339945,NA,35675,"Electrical heat. equip. for industrial use, nec (exc. soldering irons) and parts and attach"
33399455,NA,356755,"Industrial electric heating units and devices, except heating units for electric furnaces"
33399459,NA,356759,"Parts and attach. for ind. furn. and ovens, including electric heating units"
NA,NA,3567591,"Parts and attach. for ind. furn. and ovens, including electric heating units"
333994SM,NA,3567SM,Secondary products and miscellaneous receipts
333994M,NA,3567M,Miscellaneous receipts
333994S,NA,3567S,Secondary products
NA,NA,3567SS,Secondary products
333613,3568,3568,"Power transmission equipment, nec"
333613P,NA,3568P,Primary products
3336131,NA,35681,"Plain bearings and bushings, except automotive and aircraft"
NA,NA,3568115,"Plain bearings and bushings, unmounted, machined, excluding carbon and graphite"
NA,NA,3568151,"Mounted bearings, plain"
3336133,NA,35683,"Power transmission equipment, except speed changers, drives, and gears, nec"
NA,NA,35683A,Clutches and brakes
NA,NA,3568311,Friction type
NA,NA,3568319,All other clutches and brakes
NA,NA,35683B,Flexible couplings
NA,NA,3568321,"1-inch nominal bore and over, gear type"
NA,NA,3568322,"1-inch nominal bore and over, other than gear type"
NA,NA,3568324,Less than 1-inch nominal bore
NA,NA,35683C,Chains for sprocket drives
NA,NA,3568333,ASA standard roller chain
NA,NA,3568335,Other chains for sprocket drives
NA,NA,35683D,Sprockets
NA,NA,3568343,For ASA standard roller chains
NA,NA,35683E,Pulleys
NA,NA,3568351,Pulleys
NA,NA,35683F,"Sheaves, single and multiple drive"
NA,NA,35683G,"Other power transmission equipment, except aircraft, automobile, truck, and bus"
NA,NA,3568389,Universal joints
NA,NA,3568393,"Ball joints, drive/flexible shafts, drive shaft and sprocket drive chain parts"
NA,NA,3568399,"All other mechanical power transmission equip., except aircraft, automobile, truck, and bu"
333613SM,NA,3568SM,Secondary products and miscellaneous receipts
333613M,NA,3568M,Miscellaneous receipts
NA,NA,3568Z89,Resales
333613S,NA,3568S,Secondary products
NA,NA,3568SS,Secondary products
333999,3569,3569,"General industrial machinery, nec"
333999P,NA,3569P,Primary products
3339993,NA,35693,"Filters and strainers, except fluid power"
333999304,NA,3569304,"Filter and strainer assemblies w/ or wo/ filter element installed, for water"
333999308,NA,3569308,"Filter and strainer assemblies w/ or wo/ filter element installed, for other flu"
333999309,NA,3569309,"Parts and accessories, sold separately"
333999311,NA,3569311,"Reusable (cleanable) media filters and strainers, except for fluid power"
333999312,NA,3569312,"Nonreusable, including disposable (throw away) filter cartridges"
3339999,NA,35699,"General industrial machinery, nec"
333999SM,NA,3569SM,Secondary products and miscellaneous receipts
333999M,NA,3569M,Miscellaneous receipts
NA,NA,3569XY9,Contract work and other miscellaneous receipts
NA,NA,3569Z89,Resales
333999S,NA,3569S,Secondary products
NA,NA,3559S,"Special industry machinery, nec"
NA,NA,3569SSS,Secondary products
334111,3571,3571,Electronic computers
334111P,NA,3571P,Primary products
3341111,NA,35711,General purpose digital computers
33411111,NA,357111,Large-scale (64 MB or more in minimum main memory configuration)
33411112,NA,357112,Mid-range (<64 MB in min. main memory configuration); excl. PCs and workstations
33411114,NA,357114,Personal computers and workstations (excluding portable computers)
33411115,NA,357115,Portable computers (with attached display)
3341112,NA,35712,Other computers
NA,NA,357121,"Other computers, including analog, hybrid and special purpose types"
334111SM,NA,3571SM,Secondary products and miscellaneous receipts
334111M,NA,3571M,Miscellaneous receipts
NA,NA,3571XY9,Contract work and other miscellaneous receipts
NA,NA,3571Z89,Resales
334111S,NA,3571S,Secondary products
NA,NA,3571SS,Other secondary products
334112,3572,3572,Computer storage devices
334112P,NA,3572P,Primary products
3341121,NA,35721,"Computer storage devices (except parts, attachments and accessories)"
3341122,NA,35722,"Parts, attachments and accessories for computer storage devices"
