sic_industry,sic_product,sic_title,naics_product
3549,35495,Other metalworking machinery,3335185
3549,3549511,Machines for weaving and wire fabricating and wire drawing machines and draw benches,333518511
3549,3549541,Coil handling equipment (conversion or straightening),333518541
3549,3549598,All other metalworking machinery nec,333518598
3549,3549SM,Secondary products and miscellaneous receipts,333518SM
3549,3549M,Miscellaneous receipts,333518M
3549,3549Z89,Resales,NA
3549,3549S,Secondary products,333518S
3549,3549SS,Secondary products,NA
3552,3552,Textile machinery,333292
3552,3552P,Primary products,333292P
3552,35521,"Textile machinery, except parts and attachments",3332921
3552,35521A,Fabrics machinery,3332921A
3552,35521111,Fabrics machinery,3332921111
3552,35521B,Fiber-to-fabrics textile machinery,3332921B
3552,3552151,Winding machinery,333292151
3552,3552154,Other fiber-to-fabrics machinery,333292154
3552,35521C,Other textile machinery,3332921C
3552,3552185,"Bleaching, dyeing, and finishing machinery",333292185
3552,3552187,"Machinery for drying stocks, yarn, and cloth",333292187
3552,3552199,Other textile machinery,333292199
3552,35522,Parts and attachments for textile machinery,3332922
3552,3552211,Textile machinery turnings and shapes,333292211
3552,3552232,Parts and attachments for fiber-to-fabrics machinery,333292232
3552,3552241,Parts and attachments for power looms,333292241
3552,3552271,"Parts and attachments for bleaching, dyeing and finishing machinery",333292271
3552,3552299,"Parts and attachments for other textile machinery, including printing",333292299
3552,3552SM,Secondary products and miscellaneous receipts,333292SM
3552,3552M,Miscellaneous receipts,333292M
3552,3552Z89,Resales,NA
3552,3552S,Secondary products,333292S
3553,3553,Woodworking machinery,333210
3553,3553P,Primary products,333210P
3553,35531,"Woodworking machinery including parts, excluding home workshop types",3332101
3553,3553112,Sawmill equipment,333210112
3553,3553118,"Veneer, plywood, particleboard, and hardboard-making equipment",333210118
3553,3553121,"Assembling, gluing, laminating, and finishing machines",333210121
3553,3553162,"Sawing machines, except sawmill equipment",333210162
3553,3553173,"Straight-line machinery, including jointers, moulders, planers, sanders, surfacers, etc",333210173
3553,3553175,"Boring machinery, carving machinery, dovetailers, mortisers, routers, shapers, and tenoners",333210175
3553,3553197,"Other woodworking machinery, including lathes, clamping machinery, presses, roll coaters, et",333210197
3553,3553199,"Parts, attachments, and accessories, excluding saw blades and cutting tools",333210199
3553,35532,"Woodworking machinery designed primarily for home workshops, incl. parts",3332102
3553,3553221,"Saws, including circular",333210221
3553,3553298,"Other woodworking machinery for home workshops, incl. lathes, drilling machines, etc",333210298
3553,3553299,"Parts, attachments, and accessories for home workshop machinery",333210299
3553,3553SM,Secondary products and miscellaneous receipts,333210SM
3553,3553M,Miscellaneous receipts,333210M
3553,3553Z89,Resales,NA
3553,3553S,Secondary products,333210S
3553,3553SS,Secondary products,NA
3554,3554,Paper industries machinery,333291
3554,3554P,Primary products,333291P
3554,35541,Wood preparation equipment,3332911
3554,3554111,"Wood preparation equip., incl. debarkers, chippers, knotters and splitters",NA
3554,3554181,Parts and attachments for wood preparation equipment (sold separately),NA
3554,35542,Pulp mill machinery,NA
3554,3554225,"Deckers, thickeners, bleaching equipment, pulp screens, washers, and save-alls",NA
3554,3554226,"Other pulp mill mach., incl. grinders, digesters, pulp refiners and processors",NA
3554,3554281,Parts and attachments for pulp mill machinery (sold separately),NA
3554,35543,Paper mill machinery,3332913
3554,3554331,"Beaters, jordans, disc refiners, and other stock preparation machinery",NA
3554,3554342,Paper machines,NA
NA,355434247,Paper making machines and coating machines,NA
NA,355434249,"Finishing machinery, including calendering, and other paper mill machinery",NA
NA,3554381,Parts and attachments for paper mill machinery (sold separately),NA
NA,35544,Paper and paperboard converting equipment,NA
NA,3554451,"Bag making machines, including sack machines and envelope making machines",NA
NA,3554453,"Corrugated box making machines, including corrugators",NA
NA,3554454,"Box, carton and shipping container making machines, including molding machines",NA
NA,3554459,Other paper and paperboard equipment including coating and laminating machinery,NA
NA,3554481,Parts and attachments for paper and paperboard converting mach. (sold separately),NA
NA,3554SM,Secondary products and miscellaneous receipts,333291SM
NA,3554M,Miscellaneous receipts,333291M
NA,3554XY9,Contract work and other miscellaneous receipts,NA
NA,3554Z89,Resales,NA
NA,3554S,Secondary products,333291S
NA,3554SSS,Secondary products,NA
3555,3555,Printing trades machinery,333293
3555,3555P,Primary products,333293P
3555,35551,"Printing presses, offset lithographic",3332931
3555,35552,"Printing presses, other than lithographic",3332932
3555,35553,"Typesetting machinery and equipment, excluding justifying typewriters",3332933
3555,35556,Binding machinery and equipment,3332936
3555,35557,"Printing trades machinery, nec",3332937
3555,3555779,"Other printing machinery and equipment, incl. pre-press preparation equipment",333293779
3555,3555791,"Parts, attachments, and accessories for printing trades machinery",333293791
3555,3555SM,Secondary products and miscellaneous receipts,333293SM
3555,3555M,Miscellaneous receipts,333293M
3555,3555MM,Miscellaneous receipts,NA
3555,3555S,Secondary products,333293S
3555,3555SS,Secondary products,NA
3556,3556,Food products machinery,333294
3556,3556P,Primary products,333294P
3556,35561,Dairy and milk products plant machinery,3332941
3556,3556144,Pasteurizers and homogenizers,NA
3556,3556173,Ice cream freezers,NA
3556,3556198,"Other dairy and milk machinery, including separators and sterilizing equipment",NA
3556,3556199,Parts and attachments for dairy and milk products,NA
3556,35562,Commercial food products machinery,3332943
3556,35562A,"Commercial food products machinery, except bakery equipment",NA
3556,3556212,Slicers,NA
3556,3556221,"Choppers, grinders, cutters, dicers, and similar machines",NA
3556,3556249,"Other commercial food preparation machinery, including tenderizers (power driven)",NA
3556,35562B,Bakery machinery and equipment,NA
3556,3556261,Dough mixers,NA
3556,3556273,Bake ovens,NA
3556,3556292,Other bakery machinery and equipment,NA
3556,3556251,Parts and attachments for commercial food preparation machinery,NA
3556,35563,Industrial food products machinery,3332945
3556,3556313,Meat and poultry processing machinery,NA
3556,3556323,Preparation machinery (fruit and vegetable canning),NA
3556,3556339,"Flour and grain mill machinery, except packing and packaging machinery",NA
3556,3556358,"Other industrial food products machinery, including fish and shellfish processing machinery",NA
3556,3556383,Parts and attachments for industrial food products machinery,NA
3556,3556385,"Machinery for sorting, grading, or cleaning fruits, vegetables, or eggs",NA
3556,3556SM,Secondary products and miscellaneous receipts,333294SM
3556,3556M,Miscellaneous receipts,333294M
3556,3556Z89,Resales,NA
3556,3556S,Secondary products,333294S
3556,3556SS,Secondary products,NA
3559,3559,"Special industry machinery, nec",NA
3559,3559P,Primary products,NA
3559,3559A,"Printed circuit board manufacturing machinery and parts, except testing equip",3332985
3559,35591,"Chemical manufacturing machinery, equipment and parts",3332981
3559,35592,"Foundry machinery and equipment, and parts, excluding patterns and molds",NA
3559,35593,"Plastics working machinery, equipment, and parts, excluding patterns and molds",3332201
3559,35594,"Rubber working machinery, equipment, and parts, excl. tire molds",3332203
3559,35596,"Semiconductor manufacturing equip. (excl furnaces & ovens, instru. & photogra",3332951
3559,35597,"Automotive maintenance equipment and parts, excluding handtools",3333195
3559,35599,"Special industry machinery and equipment, nec",3332987
3559,3559941,"Other special industry mach., incl glassmaking, metal finishing, petro refine",NA
3559,3559949,Parts for special industry machinery,NA
3559,3559M,Miscellaneous receipts,NA
3559,3559S,Secondary products,NA
3561,3561,Pumps and pumping equipment,333911
NA,3561P,Primary products,333911P
NA,35611,"Industrial pumps, except hydraulic fluid power pumps",3339111
NA,35614,Domestic water systems,3339114
NA,35615,Pumps nec,3339115
NA,3561516,"Domestic sump pumps, oil-well and oil-field pumps, except boiler feed",333911516
NA,3561517,"Other pumps, except automotive circulating pumps, and measuring & dispensing pum",333911517
NA,35616,"Parts and attachments for pumps and pumping equipment, excl. compressors",3339116
NA,3561SM,Secondary products and miscellaneous receipts,333911SM
NA,3561M,Miscellaneous receipts,333911M
NA,3561S,Secondary products,333911S
NA,3561SSS,Secondary products,NA
3562,3562,Ball and roller bearings,332991
3562,3562P,Primary products,332991P
3562,35621,"Ball bearings, unmounted",3329911
3562,3562114,"Single row max. capacity ball bearings: annular, including self-aligning: ground or precision",NA
3562,3562116,"Double row ball bearings: annular, including self-aligning: ground or precision.",NA
3562,3562118,"Angular contact ball bearings: annular, including self-aligning; ground or precision",NA
3562,3562122,"Other regular single row conrad ball bearings: annular, including self-aligning.",NA
3562,356212203,9 mm. O.D. thru 30 mm. O.D.; ground or precision,NA
3562,356212204,Over 30 mm. O.D. thru 52 mm. O.D.; ground or precision,NA
3562,356212205,Over 52 mm. O.D. thru 100 mm. O.D.; ground or precision,NA
3562,356212207,Over 100 mm. O.D.; ground or precision,NA
3562,3562123,"Other precision (ABEC 5 & up) single row conrad ball bearings: annular, including self-alignin",NA
3562,356212309,9 mm. O.D. thru 30 mm. O.D.; ground or precision,NA
3562,3562125,"Unground, annular, including self-aligning (less than ABEC 1)",NA
3562,3562131,Thrust ball bearings,NA
3562,356213133,Ground thrust ball bearings,NA
3562,356213135,Unground thrust ball bearings,NA
3562,3562151,Other ball bearings,NA
3562,35622,"Tapered roller bearings, unmounted",3329913
3562,3562232,Cup and cone assemblies shipped as a set,NA
3562,3562233,Cups shipped separately,NA
3562,3562234,Cone assemblies shipped separately,NA
3562,35623,"Roller bearings, except tapered, unmounted",3329915
3562,3562301,Cylindrical roller bearings,NA
3562,356230111,Regular cylindrical roller bearings (ABEC 1 and 3),NA
3562,356230112,Precision cylindrical roller bearings (ABEC 5 and up),NA
3562,3562321,Spherical roller bearings including hourglass and barrel,NA
3562,356232124,Single row spherical roller bearings,NA
3562,356232125,Double row spherical roller bearings,NA
3562,3562341,Needle roller bearings,NA
3562,3562398,Other roller bearings,NA
3562,35624,"Mounted bearings, except plain",3329917
3562,3562417,"Mounted ball bearings, unit and/or split mounted",NA
3562,3562454,Mounted roller bearings,NA
3562,356245453,Unit mounted roller bearings,NA
3562,35629,"Ball and roller bearing parts and components, including balls and rollers sold separately",3329919
3562,3562911,Balls,NA
3562,3562921,Other antifriction ball bearing components and parts,NA
3562,3562931,Rollers,NA
3562,3562941,Other antifriction roller bearing components and parts,NA
3562,3562SM,Secondary products and miscellaneous receipts,332991SM
3562,3562M,Miscellaneous receipts,332991M
3562,3562S,Secondary products,332991S
3562,3562SS,Secondary products,NA
3563,3563,Air and gas compressors,333912
3563,3563P,Primary products,333912P
3563,35631,Air and gas compressors and vacuum pumps,3339121
3563,356311,Air compressors,33391211
3563,3563116,Portable air compressors,333912116
3563,3563117,Stationary air compressors,333912117
3563,356312,Gas compressors,33391212
3563,356313,Other pumps and compressors,33391213
3563,35632,Parts and attachments for air and gas compressors and vacuum pumps,3339122
3563,35635,Industrial spraying equipment,3339125
3563,3563SM,Secondary products and miscellaneous receipts,333912SM
3563,3563M,Miscellaneous receipts,333912M
3563,3563Z89,Resales,NA
3563,3563S,Secondary products,333912S
3563,3563SSS,Secondary products,NA
3564,3564,Industrial and commercial fans and blowers and air purification equipment,NA
3564,3564P,Primary products,NA
3564,35643,Centrifugal fans and blowers,NA
NA,356434,Centrifugal blower-filter units and classes I-IV fans,NA
NA,356435,"Industrial centrifugal fans, excl. blowers, turboblowers, and multistage blowers",NA
NA,356436,"Other centrifugal fans and blowers, incl.multistage blowers, etc",NA
NA,35644,"Axial fans, propeller fans and accessories, and power roof ventilators",NA
NA,356445,"Axial fans, all types",NA
